1,-323.3285763,113.6754624,-16.35702483,17.1876499,11.78765748,2.646490356,-1.447203074,0.635391966,-13.83423857,0.900894968,-4.785954648,2.008022454,-4.012345836,-11.9603789,-3.58578315,-9.264715813,-15.70261966,-7.453293371,-10.84553379,-8.478939264,-9.259142353,-5.969048853,-8.685814896,-9.626400243,-6.536817842,-5.736625884,-8.819479818,-6.147723224,-3.039849421,-4.97917831,-3.874630999,-5.205195573,-2.346105428,-3.230028259,-4.657800105,-6.729606291,-3.091365874,-4.888550341,-2.965899005,-3.483777591,1,1
2,-204.9165374,104.856424,1.550110377,32.98230159,-12.8862292,12.57215037,-23.05099601,0.893521762,-19.20952212,-1.375834651,-9.194803225,6.316382354,-8.283093337,-6.228545867,-3.4547594,0.344627588,-5.56907,2.569569625,-3.16247129,-2.153731596,-2.822403234,-2.572489814,0.449857754,-1.972069745,-2.157833811,-2.634210213,-1.588993523,-4.621604784,-0.927874208,-4.932650066,-2.410378414,-2.989478396,-1.912703232,-3.340874449,-2.623813502,-2.64678536,-0.996805708,-0.279410187,0.952375016,0.594056783,1,1
3,-204.3804769,108.6338582,6.429787375,24.09400485,-17.59498984,15.74860086,-21.14724845,6.989650053,-20.85597178,5.001454016,-9.646718658,2.756458061,-11.67565195,-4.157672487,-5.925680601,-3.426439464,-6.660709499,-0.611201419,-4.984217383,-2.791481621,-5.0491821,-2.306372436,-2.667102604,-2.384118894,-2.692064086,-3.855007389,-3.741669588,-3.727471621,-2.818757409,-3.68582753,-1.950581867,-3.06335108,-2.132190498,-2.164544144,0.708311951,0.821248884,1.600237569,0.883460853,1.031992745,-0.464035612,1,1
4,-207.1404661,118.2541016,-7.642530901,41.80684567,-3.512916322,10.22603573,-19.84798949,8.444967754,-19.79502029,3.767827478,-5.854027216,2.154666233,-7.831023078,-2.508678563,-4.010949505,1.618471778,-5.684684618,0.366327722,-2.609976298,-1.402462471,-5.28126066,-0.874025903,-1.91051459,-1.221128056,-1.019804083,-2.879578063,-3.064288365,-3.202141284,-1.571245825,-2.936980132,-1.054377023,-2.857205869,-0.658963889,-2.169038479,-1.641959935,-3.146393314,-1.551848916,-2.692901425,-1.215442228,-2.738340704,1,3
5,-219.1741062,121.5454655,-3.896822605,31.06917408,-5.530653389,9.619845562,-21.30136463,4.476358885,-15.17730022,3.082021197,-7.053715078,4.034809263,-9.074521476,-1.129715218,-4.238215048,2.268651672,-5.55567776,-0.694881667,-2.094437987,-0.55785383,-5.026387058,1.472106083,-0.817596978,-0.007495038,-0.97900139,-1.022510217,-1.855881254,-2.444497853,-0.80215026,-2.55729131,-0.509048832,-2.771277531,-0.086966644,-1.764164927,-0.35371682,-2.434589719,-0.831995647,-2.409693211,-1.327468737,-2.453742958,1,3
6,-183.9115558,68.42796245,-29.81108925,39.06798445,-32.93871605,-7.58105052,-18.12176124,-11.85836901,-12.02957835,1.058249548,-4.254046548,1.201213957,-11.96460235,3.87044519,-12.46127835,5.998968668,-2.580366429,2.344138754,-0.571475018,3.073524381,6.857995375,9.585228669,6.147496545,7.623955227,0.08010786,-2.729295816,-3.36222116,-1.186058534,-1.460972876,-2.68948575,-0.446421266,-1.801087087,-0.752719292,1.073166314,-0.361495351,-1.491370852,-1.070768243,0.799796955,1.557347422,-2.119529664,2,5
7,-123.0069635,39.92161144,-37.39531861,32.80206113,-17.63589083,26.91604385,-38.06359839,9.540182366,-16.53533091,23.29986514,-17.37478411,11.89893238,-4.063510329,11.05592675,-8.478476764,10.21279775,-9.948228513,2.305098695,-2.246892433,6.803559906,0.120131161,-2.869281097,0.622887545,4.548128003,-8.247139096,4.732352468,-5.980963173,0.558188696,-5.257275714,8.387364857,-1.04701571,4.102861372,3.829354849,3.608863534,0.215897721,-1.817321617,5.213026359,-1.399719236,1.201201617,0.408507851,1,7
8,-194.979871,69.45959289,-24.37494028,39.77468459,-25.54752704,22.29944287,-38.12373884,15.76303352,-18.46224904,18.78151254,-16.60717203,26.18211763,-3.074350101,7.412861594,-5.669822459,2.437412754,-0.241591948,-1.587406735,-3.793411692,3.56365137,2.972824791,6.791725086,-0.572688333,3.77326184,-2.61602329,2.940876043,-4.257558043,-0.498900356,3.397056788,2.030578172,-6.136098767,8.340904266,0.272971966,-0.150313969,-0.473525337,-0.232780089,-1.99476676,-4.318554924,-1.017943773,-0.998257863,1,3
9,-175.9044812,102.5020538,2.292823043,31.04407288,-10.87303395,6.724886877,-27.18137693,6.954410614,-14.71897167,1.542339037,-15.79979441,5.971481335,-5.857655548,-6.127009211,0.762403617,-3.46250598,-9.267073238,-0.497029539,-1.902056929,-2.365939282,-3.795406499,-5.341152748,-2.760955548,-4.042371435,-3.660046365,-6.516810208,-2.815684741,-5.880462734,-2.401827488,-2.230149367,-0.780184293,-0.187887221,2.92888104,3.845594652,4.673617857,4.667957319,2.860516774,3.561326448,3.43200646,1.435334928,1,2
10,-133.252778,92.35012709,4.170812017,27.17412663,-8.31883401,18.19199887,-33.63370429,5.07270457,-21.0839559,6.747638234,-24.95478826,5.158583223,-11.66934664,-3.637338794,-8.216456179,1.091608083,-11.9649297,-1.567258891,-5.127543087,-4.185497712,-5.058634076,-4.628962345,-4.349050994,-5.581984313,-4.445604702,-6.283107612,-3.117084546,-6.939530746,-1.035863741,-7.375776534,-4.513217807,-4.792136608,-5.361388372,-2.618366848,-2.564727966,-1.742179608,1.952498499,4.808075896,7.176574583,9.942407063,1,4
